Nro,Identificacion,Nombres,Apellidos,NroCuenta,IdBanco,Saldo
66473,7597187355,Lucia Elena,Mendoza,261139618207706,13,352306.3083
97319,1617970144,Ricardo,Quispe,6900160502882150,5,352301.8091
14302,5948988612,Diego Luis Elena,Quispe,2655871518765250,12,352294.6
55496,7627821086,Sofia,Vargas Claros,6558237588349870,10,352293.0243
33707,7960089964,Lucia Carlos Elena,Perez,2922990249809780,4,352292.3975
56791,4754389336,Lucia,Mamani,9300284353278630,5,352290.9503
57861,5788936179,Lucia Elena Ana,Claros Perez,2260692362218260,7,352272.4121
5199,3796663276,Sofia Ana,Garcia,3276479606078460,4,352268.7093
8638,4689044177,Ana Ana Lucia,Perez,9455244827101190,5,352264.6875
67099,8022691789,Sofia Ricardo,Flores Rodriguez,7832614273277920,8,352263.9289
33567,8047702489,Jose Lucia Luis,Rodriguez,7919041495226520,8,352253.4669
95278,166018208,Elena,Perez,5571956164934610,5,352241.5653
41895,5780571201,Carlos Lucia Ricardo,Perez,9472842060002070,10,352241.0143
46988,229269484,Ana Luis,Mamani Vargas,9014196070885980,10,352232.9109
78619,9210636170,Ana Juan,Vargas Mamani,4560443436530200,10,352222.4797
2200,4181736272,Jose,Flores Vargas,3299608491386520,4,352221.3581
108427,4337447770,Jose,Vargas Flores,9460414747034430,13,352216.0659
93117,9944138744,Diego Ricardo Maria,Mendoza Mendoza,7324319959695430,2,352209.325
123092,5179947082,Ana Diego Maria,Vargas Lopez,9835024201910840,12,352208.6841
49142,3525215500,Jose Carlos,Rodriguez Vargas,5356635879578390,6,352197.8044
64735,3043306636,Ana Lucia,Mendoza,2404846050702530,6,352194.3703
36300,1379721662,Lucia Lucia Ricardo,Garcia,485519163875214,5,352191.3905
88227,27234783,Jose Ana Sofia,Quispe,4700547084685470,10,352185.2936
59831,3865241343,Maria,Flores Flores,2324657282248370,11,352184.7785
44802,7104503836,Jose,Mendoza,7933413533102770,12,352175.5216
96298,1681081050,Diego,Lopez,5650652331068240,5,352172.2639
112589,7514652406,Diego Diego,Vargas Quispe,4779369685829190,14,352165.7506
12819,2189113397,Carlos,Mamani,1196807977200470,8,352152.3409
91693,1834966663,Ana,Mendoza Claros,8707030547613640,2,352150.1305
90546,5131209016,Lucia Elena Luis,Rodriguez Perez,7645059963076910,8,352149.9672
48270,9437460190,Diego Carlos,Mamani,125325166202224,1,352144.5537
62030,2940525994,Maria Carlos,Garcia,4048513850822020,1,352130.6912
96707,1125001090,Maria Juan Ana,Garcia,2662958272132180,12,352120.3016
111623,9882753997,Sofia Ana,Vargas Claros,3944594037554360,2,352117.4869
5176,8746073927,Jose,Garcia,6013138498229490,10,352115.5535
39749,1132316830,Ricardo Sofia Jorge,Quispe Garcia,2132283409452990,7,352109.693
13614,3991967666,Diego Lucia,Flores Mendoza,7844190143930190,7,352105.2699
68263,1814344340,Luis,Vargas,3579808670760590,13,352103.7909
67396,8211862107,Diego,Claros Perez,7722718805950030,7,352096.8403
42032,7865019588,Luis,Vargas,7754572321577100,6,352092.3155
107143,3791189020,Luis,Vargas Claros,4806780887841420,1,352088.8088
112247,781241945,Elena Elena,Lopez,105249497220522,10,352083.8117
59377,7087932078,Jose,Perez,3402461219725990,6,352081.8301
93110,9477876559,Luis,Mamani Quispe,4050561791480700,14,352081.3664
47460,7757832252,Elena Diego Diego,Flores Garcia,9770366907780800,5,352078.199
16948,2247928079,Carlos,Flores Mamani,8482210486873590,3,352076.6842
73127,4869595062,Ana Elena,Mendoza Perez,8241773829864850,4,352056.5944
66906,8971355816,Jorge,Vargas,8585483747537040,11,352050.9531
30245,7000996365,Jorge Jorge Luis,Mamani Lopez,8992207959158090,12,352049.9459
102545,1078313662,Carlos Jorge,Mamani Lopez,1128043492133840,13,352040.3988
2019,4094277320,Carlos,Claros,9544684950968970,4,352025.6011
39391,3114122109,Luis,Rodriguez Rodriguez,4869825649531890,11,352022.306
25153,1759984612,Jorge Luis Elena,Flores,5904223691862890,5,352012.4879
28829,9731053194,Jose,Quispe,8437111232827820,1,352011.1017
97806,9569523807,Jorge Jose,Vargas Claros,2877651072514810,8,352010.5944
76376,7153661516,Maria Ricardo,Rodriguez,1379579107979530,6,352000.6076
66203,4717054931,Jorge,Mamani Quispe,6142450272716610,3,351991.3157
119244,9256811497,Carlos,Mamani Vargas,7907045186818260,9,351988.3624
5592,6927116747,Juan Ana Carlos,Lopez Mamani,5749970334152570,7,351986.5069
106406,7495911336,Ricardo,Vargas Mendoza,5262739064054270,10,351985.9436
52698,190402394,Jorge Lucia Juan,Flores,1273260689427780,9,351984.1711
54766,8019331540,Carlos Ricardo,Flores Flores,4012741514018250,14,351979.0077
113601,7185644591,Jorge,Mendoza Quispe,9466381943169550,7,351972.9741
107100,7637324845,Jose Juan,Flores Perez,2765041719854640,7,351961.9009
34628,9175384476,Juan,Garcia,3258568445120100,9,351960.07
50425,4249154246,Ricardo Jorge Lucia,Vargas,4012129056292840,1,351958.5095
70379,4892110712,Ana Jose Sofia,Rodriguez Mendoza,7148589866544450,12,351956.2367
4637,4066199344,Jorge,Mendoza,9656400566544590,3,351947.0181
66820,4023232927,Ana Lucia,Claros Quispe,139998188414626,12,351945.5311
73791,6148470915,Jorge Maria Lucia,Rodriguez Perez,128668014910512,9,351942.4322
75157,5496207454,Diego Lucia,Flores,6357066922815500,5,351942.28
41981,7979537637,Lucia Diego Carlos,Rodriguez,3469768494127560,3,351936.8097
43800,3534946947,Lucia Jorge,Rodriguez,5618961171093950,8,351928.3918
21708,1635404748,Ricardo Sofia Lucia,Garcia,4819513752591700,9,351920.4689
94186,2352391379,Ricardo,Claros,7351164034346440,8,351915.6303
116855,4128520474,Juan Maria,Mendoza,966918605522546,3,351909.4807
26538,3546677343,Maria,Garcia Perez,6175584325882310,2,351905.718
45922,4697398004,Sofia,Perez Mendoza,2362008568208810,6,351897.2919
36224,8643042213,Maria Elena,Rodriguez,3527162716832410,8,351894.662
106838,162847291,Ricardo,Lopez Rodriguez,1400790443510650,7,351893.6732
108758,2589843955,Maria,Mendoza,3304690332200410,7,351893.6272
25656,5797210247,Elena Juan Lucia,Garcia Flores,4156948180737360,14,351890.6444
99479,3234783379,Sofia Jose Juan,Garcia Flores,714600220553854,9,351889.5162
103698,907346358,Elena Elena Luis,Quispe Lopez,1973098829765830,5,351888.8151
53880,1509915897,Elena Luis,Mamani,1001730356667750,11,351886.5268
72796,9675035373,Elena Sofia Jose,Mamani,8343723553708220,11,351884.687
35314,1076163223,Jose,Vargas,8139902086071850,1,351880.4368
93243,3786847636,Ana,Mendoza Garcia,6186135670391180,13,351867.9005
75693,4963241355,Sofia Carlos Diego,Claros Lopez,6205704642216000,5,351861.7713
62224,1189438747,Ricardo Diego Jose,Quispe,1513453235841820,12,351860.8661
87929,3665888613,Jose Luis Elena,Flores,8908302765958860,8,351855.0565
10356,8477779136,Juan Maria Jorge,Quispe Claros,8724123722470010,10,351852.9034
69061,8959264791,Elena Diego,Lopez,3858638596477680,13,351847.2967
31418,6930703085,Ana Ricardo Juan,Mendoza,5734369378103870,13,351844.9416
54865,4358260809,Jorge Luis Jose,Mendoza Flores,8534936701213020,4,351842.0169
105810,4838045891,Juan Ricardo,Mamani Quispe,159489654972133,1,351840.6264
41962,3915515480,Carlos Sofia,Quispe,7063349912851500,2,351830.5896
55832,4792306163,Ricardo,Claros,363405076750555,10,351828.2424
2628,7155906521,Juan Jose,Mendoza Flores,956079925589021,11,351827.1087
20532,5922112947,Jorge Jose Ricardo,Vargas Rodriguez,7129290843046330,10,351823.3651
64457,7156754315,Elena,Mendoza Mamani,3685291799629180,4,351822.5063
105688,3642932367,Lucia,Rodriguez,9972849347429290,2,351822.1266
27794,3262205358,Jose Maria,Quispe Flores,2651055109531100,14,351819.6328
105800,6363271438,Juan,Garcia,7261575284800980,4,351817.4772
90464,7420751844,Maria,Garcia,1633175092803450,4,351817.1672
105652,2745083835,Jose Lucia Jose,Flores,2268076645451980,8,351815.9554
122493,8020081664,Carlos Elena Maria,Flores Vargas,1383751316193630,9,351808.2646
101016,9207011059,Lucia Luis Ana,Vargas,2895461417395300,13,351803.197
33579,8402441368,Maria Elena Lucia,Claros,3029377645992980,14,351799.4885
95177,9390558481,Sofia,Flores,6708766062739810,3,351791.4768
27677,5831343506,Juan,Perez,9423827795349520,14,351781.1406
8595,3579128146,Jose,Claros,9178571196622450,13,351767.6678
26319,334172819,Luis,Martinez Quispe,4505455653836990,7,351766.4092
95164,2842552883,Ana Sofia,Mendoza Mendoza,1704160033142040,12,351762.1598
93251,6695600262,Jose Carlos Ricardo,Lopez,8932030457007150,4,351756.8369
14731,4782245718,Luis Ricardo,Vargas,2719003490299960,7,351756.5491
59859,3748186088,Lucia,Mamani,7947768621760300,14,351755.8654
65125,4190902379,Diego Jose,Rodriguez,171821502141344,11,351752.0773
46336,7670999084,Sofia Carlos,Quispe Garcia,2835734099600410,11,351747.271
109888,1085847685,Juan Lucia,Flores,3054343211349620,13,351739.5381
70343,8627494342,Sofia Elena Jose,Perez,1616256143238720,7,351735.9807
92742,3337749186,Ricardo Jose Maria,Mendoza,3481914822919230,9,351731.9062
82691,47198424,Carlos,Vargas Martinez,376474673006411,3,351720.9636
38240,5011064791,Carlos Jorge,Quispe,2649444540059720,10,351719.6396
46018,3213402685,Lucia Ana Elena,Quispe,2618255446290110,7,351717.4215
107287,21999022,Sofia,Rodriguez Rodriguez,2183652638007480,7,351705.8491
123782,7398603161,Lucia Lucia Diego,Rodriguez Claros,9187696395293460,2,351703.9703
59568,7183871924,Juan,Quispe,2556970380470280,6,351703.4085
1200,959541776,Lucia Lucia Maria,Quispe Quispe,833394893274330,1,351703.3919
81659,3067117551,Sofia Ana Ana,Rodriguez,6808294391225300,13,351701.2
57647,3812259998,Lucia Lucia,Mendoza,9305411016186710,8,351697.5215
93664,4488817114,Maria Jorge,Mamani,8312824359358960,4,351695.1387
93728,356528608,Elena Juan Diego,Lopez,3328957345734850,12,351694.0738
97927,4808265242,Maria Jose Jose,Rodriguez Mamani,3899762304337270,13,351693.2629
89115,4931624241,Juan Sofia,Quispe,9138346272964000,8,351693.2111
120956,6696078909,Jorge Luis,Quispe Vargas,7199108612941270,9,351690.64
57747,3519466183,Luis Jose Sofia,Claros Claros,5063009537361310,12,351687.5421
117816,642946559,Jose Jose,Vargas Quispe,4925994816088780,12,351683.983
73009,1640253812,Elena Diego,Flores Mamani,4006869593466220,2,351683.4677
78655,9444544637,Lucia Ricardo Elena,Claros Claros,2092077469117010,6,351681.7521
84953,315560729,Elena Ricardo Ricardo,Perez,9346907879650350,5,351676.5127
22975,5179569267,Sofia Ana Elena,Flores,5610009416085770,12,351666.3967
48336,1180044800,Luis,Perez,9102394347692710,13,351665.5606
20219,9300934163,Elena Diego,Claros Claros,7400464947077170,3,351654.4773
110775,6635957985,Carlos Ricardo,Mamani,6182728304221640,2,351650.5195
42123,2183774669,Maria Jose Carlos,Mamani Quispe,461040906837761,13,351635.8185
94445,2286042992,Lucia,Rodriguez,7886094547944510,8,351627.1114
24943,3285207616,Luis Luis,Garcia Mamani,555142862675674,14,351626.1598
74579,3765471242,Carlos Maria,Mamani Rodriguez,2022274727041320,7,351625.3919
13383,1160207651,Carlos,Mamani,7712294965669290,3,351617.8166
109445,7903936395,Luis,Quispe Rodriguez,4846178890107160,9,351617.0026
50514,9700824213,Ricardo Jorge Carlos,Vargas Mamani,8926672963871940,9,351607.4712
108246,4675358630,Luis Juan,Perez,9647018698400100,6,351606.0118
119287,6466873925,Luis,Perez Perez,3402304469398100,9,351602.7896
36607,685445753,Ana Ana Diego,Rodriguez,1111526137007580,1,351592.7298
9655,4067202135,Luis,Claros,7426561094199070,5,351584.8792
6064,2470523905,Lucia Elena Elena,Rodriguez Mamani,970271138239674,7,351584.7163
91949,7315317776,Luis,Mamani Vargas,4844707020241000,2,351581.9286
2197,1323320106,Diego,Flores Flores,1581796830608700,8,351567.8889
10019,8100110761,Ana,Flores,891766883792198,12,351567.6525
45002,3887732389,Elena Elena Lucia,Garcia Vargas,825411207789085,6,351566.7345
51448,6536140808,Elena Lucia Sofia,Perez,3926420598637130,6,351558.5299
76194,2834178837,Ana Ana Jorge,Claros,3916529234368880,11,351539.6944
82449,8162598402,Jose,Quispe Mendoza,25541489655521,13,351530.587
78056,8336367523,Jose Lucia Diego,Flores,5393400451365790,11,351530.05
110002,9253674699,Lucia Ana Maria,Mamani,4653902215420310,4,351522.84
24172,3777410061,Jorge Diego Jose,Lopez Flores,6759890605608450,6,351519.85
60557,7932186778,Sofia Sofia Jose,Claros Rodriguez,9935124401704480,3,351513.9456
68679,8838200263,Carlos Lucia,Mamani,5234932517458470,7,351513.4605
58166,3998658863,Elena,Vargas Quispe,4906896354824280,3,351503.2851
121730,6732440151,Ana Juan,Mamani,5195173792023640,7,351497.0947
86388,6017961316,Jose Luis,Vargas Vargas,5223096007267070,13,351491.3923
22792,7585299717,Sofia Ana,Rodriguez Rodriguez,8776245550592250,8,351489.5201
35072,6605753612,Ana,Garcia Lopez,1212129869582800,9,351480.2839
76038,7449838395,Jorge Juan Luis,Vargas,4353572269043110,6,351480.2142
118574,2437048718,Lucia,Rodriguez Perez,4832351593089960,6,351467.5377
18642,1769924200,Luis,Flores,8697741073021350,5,351464.2921
80931,3136478350,Lucia Lucia Sofia,Garcia,3360729559117840,10,351463.0329
30945,9939957041,Lucia,Garcia,9874956314033030,3,351462.6014
67189,2242284085,Jose Elena Sofia,Claros,5405270469468040,9,351456.4882
112408,3325135580,Elena Luis Sofia,Perez,3445917604909130,8,351453.5626
117389,4096861578,Juan Jose,Rodriguez,8684207423049590,12,351453
120316,6156116485,Jose Lucia Jorge,Mendoza,3435806904153410,6,351451.8728
111359,1533126066,Luis Maria,Martinez,3190096680909350,7,351451.5139
40054,6898557455,Carlos Diego Luis,Vargas,3807880101603650,12,351438.3253
117825,4962904757,Jorge Maria,Mendoza,2145768483856540,2,351434.003
60129,7561157421,Lucia,Flores Quispe,7540524194380560,6,351432.1194
98372,7022885293,Diego Ana,Flores,8894408109675830,9,351427.5272
64837,1658185345,Jose Ana Jorge,Garcia Garcia,8322490043541800,10,351425.5663
19085,6188368797,Ricardo Jorge,Lopez Vargas,100690513618350,2,351420.1895
53645,2614392426,Juan Jose Juan,Flores Perez,7900292001342040,8,351419.1416
28006,719190247,Lucia,Martinez,8200243373933880,14,351411.5912
37780,9356865762,Maria,Garcia,3780351036743480,4,351410.231
55577,1675931767,Diego Carlos,Martinez,1070592840306340,5,351410.0898
5731,2175713022,Ricardo Sofia Lucia,Garcia,3553372845390230,7,351409.3704
47646,1847824684,Elena,Claros Vargas,4086190227885460,11,351407.1194
43869,7532984415,Luis Sofia Lucia,Claros Quispe,2540552307221280,2,351406.7578
72679,1974890010,Luis Elena Ricardo,Vargas Claros,7658452095594940,3,351401.5175
91009,8152975573,Diego Jorge,Quispe Claros,9591809277537280,7,351401.2561
62006,4281164505,Jorge Sofia Elena,Mendoza,927579165843585,7,351398.046
100913,7089115036,Ana Ricardo Carlos,Lopez,4300411215016300,10,351397.0191
45238,9753161386,Maria Carlos Ricardo,Quispe,1439361075629700,3,351391.9911
7527,4505683050,Sofia Jose,Rodriguez Vargas,2126083526253990,14,351390.8206
9701,9513272024,Ana Elena,Mendoza Mamani,6592027739287590,6,351383.7294
91892,5866112242,Jose Diego,Lopez Mendoza,658370750381380,10,351372.8212
77891,592671740,Jose Carlos,Martinez,1837713020112640,4,351369.6396
119215,8889296326,Lucia,Vargas,2679941804644390,11,351362.2878
78239,8792896477,Diego Lucia,Garcia,6691580163966520,7,351356.0781
35116,5877893080,Sofia Diego Maria,Perez,6008716370031310,5,351342.6641
94215,3402554895,Maria Diego,Vargas Mamani,6293062896019790,3,351329.1348
46724,217104555,Ana,Martinez Quispe,8570173287823730,14,351324.1445
114312,16309072,Juan Elena Sofia,Flores Mamani,4477205105875710,2,351321.9549
14446,3092280101,Luis Sofia Carlos,Mamani Garcia,8708623161831840,9,351320.4646
29393,1717989224,Sofia,Garcia Perez,6907704609090950,3,351313.1488
11483,347874028,Elena,Rodriguez Choque,2107464320303550,11,351312.5017
53310,8261256996,Sofia Juan Ricardo,Rodriguez Quispe,3821691661542,5,351306.6278
23301,3384944349,Sofia,Vargas Garcia,9178221879466760,6,351304.4798
91821,1134037521,Elena Jorge Lucia,Perez Lopez,197496461648229,7,351290.1852
95367,2366152715,Ana,Flores,3826317667505300,10,351283.5583
2370,9718722553,Lucia Ricardo Juan,Rodriguez Lopez,3057509036353800,7,351279.7825
38600,4340489133,Carlos,Garcia,2563822133656210,10,351275.3408
16807,5217740516,Juan Carlos,Mendoza,7385052663892690,14,351272.3255
88204,9586050090,Maria,Claros Claros,4478298503059290,4,351270.3617
80517,2856514600,Maria Carlos,Claros Perez,2505236209555000,7,351269.26
46975,8148696838,Jose,Mamani Perez,9933468643115920,8,351268.3169
74814,9700092460,Elena Jorge Diego,Mendoza,6724134724686480,14,351264.7839
8954,1003678510,Juan Diego Maria,Quispe,7501603302516460,4,351259.969
44532,737086248,Ana Carlos,Flores,1997295234993430,6,351256.4525
66230,8719298386,Sofia Diego,Garcia Flores,860647675595040,13,351256.2755
73938,4849561409,Juan,Vargas Rodriguez,2636157517100700,1,351254.1473
56629,8152959414,Luis Jorge Diego,Lopez Lopez,6300228329179490,4,351250.3592
72812,5870870798,Jose Diego,Vargas,8911244747181710,9,351249.6105
116804,753552601,Elena Carlos Maria,Mamani,4105860287761180,1,351247.4697
100129,2363348735,Ricardo Ana Jorge,Claros Garcia,9849510003553700,1,351244.4852
64747,6104343070,Elena Luis,Claros Claros,3863260657879650,13,351242.0379
76656,5145071084,Carlos,Mamani,3388233535601820,4,351229.8109
70510,7900571760,Diego,Vargas Claros,2732657404925730,6,351218.8542
68072,9551170294,Maria Lucia Luis,Lopez,7746149471443100,8,351217.6678
80023,1716477839,Luis Ana,Flores,1327276975261250,4,351210.5522
19352,1603240484,Ana Lucia,Garcia Lopez,2339657313160090,10,351206.7652
104393,9761422359,Jorge,Garcia,8736071010062790,9,351203.94
89014,207295107,Elena,Rodriguez Martinez,4006625194840440,1,351202.13
11178,3798995796,Carlos Elena,Claros,9315389851921310,6,351200.3812
87548,9059552795,Luis,Claros Claros,987106837310803,5,351197.4391
20049,2592790009,Ricardo,Rodriguez,5218426652430040,14,351188.3048
36346,8153809056,Jose Juan Ricardo,Vargas Lopez,5118933119142380,5,351182.6862
58282,1874576778,Carlos,Perez,8737102116713420,9,351178.9444
106065,1834311075,Ricardo,Perez,6231741640582740,12,351176.6303
92487,5850175740,Jose,Mendoza Garcia,4548162991953480,4,351176.2434
1313,4999348550,Elena Sofia Carlos,Quispe,4314725838860220,10,351175.9691
48429,5986382452,Luis,Mendoza,9574790930454110,5,351171.1466
88796,8622246174,Lucia Diego Luis,Vargas,2084514599607130,5,351168.6263
69951,4201133495,Jorge,Vargas Garcia,4284479545889640,5,351159.9365
123200,9187752230,Elena,Garcia Rodriguez,538773644346030,14,351157.1346
85523,3407467487,Jose Maria Diego,Vargas,3173592947483040,6,351150.3637
106402,8470525354,Elena Sofia,Mendoza Quispe,460005791837855,14,351146.6524
106516,9103030086,Luis,Flores,9192677992592360,2,351137.742
108487,9435819324,Ricardo Ricardo,Lopez,3223543869992200,2,351134.7091
109420,6040782723,Jose Ricardo,Rodriguez Mendoza,6136903500810670,14,351113.4366
48463,6188390334,Diego,Perez Mendoza,3966059865549660,8,351095.5075
14309,9210912819,Jorge,Garcia,2566095665701930,11,351094.9252
93120,4836561620,Jorge,Quispe Lopez,7930409964615630,11,351092.7978
86075,9332497674,Jose,Mendoza,6403398778657530,5,351091.1541
52143,7445897980,Ricardo,Rodriguez,3916085685203250,5,351090.6376
61438,2602945639,Lucia Elena,Garcia Mendoza,2271384099228340,3,351089.1493
98608,9629740209,Lucia,Garcia Vargas,5074873278201380,8,351078.7193
115450,5830115101,Juan Diego Juan,Garcia,6206332029794660,12,351078.3977
109172,7496128633,Maria Luis Jose,Mendoza,1856455285643970,4,351077.6567
69088,2894859619,Juan Lucia,Claros,3312286829837730,2,351075.5946
55666,458724078,Elena Elena,Rodriguez Rodriguez,9582811437542350,3,351074.5355
60294,4941568626,Jose Diego,Perez,5901635040408700,6,351072.2593
29634,2821719995,Elena Luis Jorge,Perez Lopez,6715379261623090,11,351069.1893
50073,558363251,Luis Lucia Sofia,Lopez,9667569843923470,9,351067.2845
100307,54377005,Ana Ricardo,Choque,9594788140043430,3,351063.5261
65137,3727687542,Sofia Jose,Vargas,7005721256570310,14,351059.1849
114447,1191047742,Ricardo,Mamani,1287082446182470,13,351059.0303
5235,1867354286,Lucia Luis,Mendoza,9959415388694730,2,351056.0587
5741,2511430975,Diego Maria,Mamani Garcia,6479591754110580,9,351050.1249
41734,2694471338,Lucia,Flores,7296605648894750,4,351038.2664
108558,2357892395,Ana,Perez,1462408760029120,11,351032.9979
38249,8789443560,Sofia Carlos Luis,Mamani,3589208329750300,6,351032.1985
118722,1501275892,Carlos Carlos,Lopez,170884380846077,9,351030.781
10453,8549908058,Ana,Vargas,5128053324665110,9,351029.2519
13404,4238732537,Juan,Mamani,6294439974092270,1,351026.2075
86211,5548538084,Juan Jorge Ana,Rodriguez Flores,4696401380001000,1,351021.6472
109792,6768740842,Jose Elena Elena,Quispe Garcia,3516971788606300,9,351020.7767
97548,270162526,Jose,Rodriguez Perez,98544986778497,5,351017.8292
93617,2434282254,Diego Jorge,Lopez,2161851178730280,9,351017.8054
842,8125657237,Luis,Claros Quispe,845543116309392,5,351014.8435
81895,5736675821,Sofia Juan Lucia,Garcia Lopez,7485696814058860,12,351013.4717
112699,2892721358,Carlos,Mendoza,1865388022581440,12,351012.6885
99665,9437176136,Carlos,Lopez Mendoza,7696704404834200,6,351009.14
107175,9552893011,Diego Lucia Lucia,Mendoza Garcia,4507505330170010,7,351006.9167
14940,9611995212,Juan Jose Jorge,Garcia Vargas,227144493643639,12,351003.2501
55136,5623810477,Elena Jorge,Lopez Rodriguez,7981381751355950,13,350999.2329
81860,8442959695,Diego Elena Elena,Mendoza,9104399175023290,6,350992.3549
118464,8092485150,Jose,Vargas,3050917648982180,4,350988.5586
53338,9294861838,Ricardo Ana,Flores,8478442435050770,2,350982.522
85502,6322938146,Sofia Sofia,Claros,406772219046176,6,350971.1785
48509,4552626259,Carlos Ana,Perez,372570219007690,8,350970.823
42493,1843491032,Lucia Ana Diego,Claros Flores,4169323912815660,8,350962.4813
22811,9432844149,Maria Jose,Claros,332733978314109,11,350962.2258
28212,491305528,Elena Ricardo,Choque,8979892779686670,10,350961.6022
28108,9634133151,Maria,Flores Quispe,6292614020850410,13,350959.1671
2070,2220086558,Luis,Quispe Claros,8652402377433270,13,350958.7032
4362,3331913894,Luis Jose,Garcia Lopez,1524543049301170,12,350958.093
122980,1861808478,Elena Jose,Mendoza,8127802396006510,1,350956.7185
2661,626456089,Juan,Mamani Lopez,2514978591296760,3,350954.0019
103390,6863296680,Jorge Lucia,Mamani Quispe,5346884574197460,11,350953.6099
40301,9524015436,Elena,Vargas,7767609372487760,5,350951.45
80941,8232141297,Sofia,Flores,2368180930907130,12,350948.7763
74351,8882118233,Jose Juan Jose,Vargas Rodriguez,859011652255469,14,350944.2843
83878,3749878204,Lucia,Mamani Mamani,6960956984211190,3,350932.0768
9524,2548238260,Jorge Jorge Ricardo,Quispe Lopez,3192507749677310,6,350927.6507
108095,2407109804,Ricardo Elena,Garcia,763959686913005,13,350925.0957
84459,4307503893,Jorge Ricardo Carlos,Lopez,5427204621437960,14,350923.8305
81949,5176071741,Maria,Quispe,1217482240685310,1,350923.0343
119021,5124408993,Ana Luis,Vargas,1571631999674750,6,350919.0162
87988,3006522395,Sofia Jose,Vargas,8806585162793530,3,350915.7524
64989,9565828334,Sofia,Quispe Vargas,5418417078182680,3,350915.6682
43123,6908314205,Diego Elena,Mendoza Perez,2671110005773000,8,350913.6191
84633,6402720723,Luis Ana Lucia,Claros,1916017018063250,8,350910.3008
112342,1789953882,Jorge Sofia,Quispe,7579483358024570,10,350908.25
48557,1533641470,Sofia Diego Lucia,Vargas,2757371269502930,11,350900.7237
76527,7453806215,Ana,Mendoza,9457695303052730,13,350894.2599
66609,382207642,Maria Lucia,Lopez,6233437145311350,8,350888.64
39361,6046022947,Elena Carlos,Claros,2297050250664230,6,350888.2576
6825,9100410786,Jorge,Claros Mamani,7650010698613900,1,350879.4647
2299,561142045,Sofia Diego Juan,Martinez,5402819813428040,13,350879.3935
47815,8073914195,Ana Diego,Quispe Lopez,53883710345875,14,350877.2923
92206,2357061993,Carlos,Claros,2095656249039870,1,350872.682
61909,2379557993,Maria,Claros,2471084627208620,7,350871.2548
114267,9741662364,Juan Ricardo,Flores Perez,4811353248930780,3,350867.8167
79647,6300232632,Ricardo Sofia,Quispe,2393596143896300,14,350866.949
7378,1332217578,Jose Ricardo,Mamani Flores,9902470275031770,8,350865.7825
74656,7743857009,Maria Juan Sofia,Claros Quispe,4899109474686790,4,350864.2282
46081,2066998508,Ricardo Lucia Diego,Vargas Garcia,3672227588255460,6,350864.0435
31062,8373553699,Juan Carlos Jose,Perez Perez,1167571112787600,12,350856.1165
40430,7985543,Ana Luis,Rodriguez,6563079693068800,6,350855.4754
37778,6673236783,Juan Jose,Vargas Rodriguez,8366820254907760,2,350849.6892
4787,5869527422,Juan Lucia,Quispe,6857983370786650,1,350844.2453
75576,6609722011,Lucia,Garcia,9209963834067450,3,350839.1268
35095,5508084737,Carlos,Vargas,8955739596334980,9,350829.5448
32391,3939305326,Ricardo Juan Juan,Quispe Garcia,9408255080288790,13,350826.9397
89145,557486117,Lucia Lucia,Mamani Garcia,4178837628672440,5,350823.5694
111799,1416591714,Diego,Martinez,8223032817495250,4,350822.1873
52251,3297311494,Sofia Ricardo Lucia,Rodriguez Rodriguez,6298811555595490,12,350818.58
50125,7866618549,Juan,Flores,109416426532455,7,350810.7345
111947,7953159648,Maria Maria,Mamani,9929613945426750,6,350810.5615
55505,3156450797,Jorge Ana,Garcia Quispe,4851671284403520,9,350809.1719
110828,2569700657,Sofia,Rodriguez,6562325949903690,14,350802.9591
67692,3645055552,Carlos,Vargas Claros,8674161187244390,4,350798.5187
41004,5873224545,Lucia Elena,Mamani,1638229524574270,11,350794.111
118930,288043563,Juan,Flores,7310758907989490,1,350790.1818
97836,394814916,Lucia Jorge,Vargas,5155593479684990,10,350789.7304
16183,5696272083,Jorge,Perez,5401240299696010,1,350787.9259
93290,3200580185,Elena Ana Lucia,Perez Rodriguez,6465442022383760,3,350785.1545
10087,1776921459,Diego Maria,Lopez,3112992829334090,14,350783.8029
7105,4521952072,Diego Juan Jorge,Flores,8497149420259160,8,350782.065
64731,4025396660,Jose,Mamani,896709420883649,6,350776.4166
46989,4962939600,Carlos Diego Maria,Garcia Claros,1889699319245040,9,350775.5612
112785,4831158203,Maria,Claros Lopez,117837933580196,10,350773.2836
16693,1704205102,Sofia,Rodriguez,649831640888242,12,350772.7485
46985,7210826795,Diego,Rodriguez,1424397784341720,14,350772.6069
70013,2766442587,Sofia,Mendoza,6973668190573370,14,350759.4686
93954,5783021786,Juan Maria,Garcia,803088268244179,5,350737.0569
65813,6352840094,Jorge Luis Maria,Perez,4397456151183720,2,350731.2819
32398,7147271035,Jose,Quispe,2249174652564140,4,350729.7199
85704,6484303942,Elena Jose Luis,Perez Lopez,945185575518689,5,350726.4658
82891,5580117566,Juan,Rodriguez Vargas,5148146886828270,11,350726.04
103310,4981587285,Ana,Quispe,9838752354291540,3,350723.3631
25144,3633872898,Sofia Ana,Rodriguez,2519141288216490,10,350721.797
105921,3066168432,Maria Ricardo,Garcia,1460746799991910,7,350717.8618
100678,2745139211,Juan,Lopez,1459123952845900,3,350715.9568
