cuenta_id,ci,nombre,apellido,numero_cuenta,banco_id,saldo_usd
4031,4953271014,DIEGO ELENA JORGE,MAMANI PEREZ,7958968430502060,10,226758.8101
4032,4953271014,DIEGO ELENA JORGE,MAMANI PEREZ,3352975921179590,10,165213.5558
4033,4583705741,JOSE LUCIA,LOPEZ CLAROS,4857399126973730,1,38078.0712
4034,4583705741,JOSE LUCIA,LOPEZ CLAROS,5358259023051580,1,293285.9194
4035,272252255,SOFIA DIEGO LUIS,MARTINEZ,3728295482721870,1,387476.5476
4036,272252255,SOFIA DIEGO LUIS,MARTINEZ,8945598818569570,1,589.4198
4037,3692917300,DIEGO JOSE LUCIA,PEREZ,7258945916853170,8,172405.099
4038,3692917300,DIEGO JOSE LUCIA,PEREZ,8807147969579360,8,205049.3464
4039,3408261965,MARIA DIEGO,VARGAS GARCIA,7254917673753740,11,240690.8822
4040,3408261965,MARIA DIEGO,VARGAS GARCIA,2887217257838080,11,420307.4134
4041,3121190519,MARIA LUIS JUAN,MENDOZA,2024253013327470,6,2955.59
4042,3121190519,MARIA LUIS JUAN,MENDOZA,9024418319424910,6,360734.2016
4043,6864797548,ELENA ELENA,PEREZ,6637225896997700,9,32631.0148
4044,6864797548,ELENA ELENA,PEREZ,4965969852503480,9,126801.5661
4045,5981333750,CARLOS,MENDOZA,6630035289057520,4,344858.8594
4046,5981333750,CARLOS,MENDOZA,4136300744037900,4,386212.0422
4047,7745994095,JOSE,QUISPE MAMANI,2690572722636210,9,28008.1645
4048,7745994095,JOSE,QUISPE MAMANI,4636672901405730,9,403216.6207
4049,466714606,JORGE,PEREZ RODRIGUEZ,4948862666200320,2,382043.1191
4050,466714606,JORGE,PEREZ RODRIGUEZ,1797119185146360,2,347707.0664
4051,6761150884,RICARDO MARIA CARLOS,MENDOZA,4259883679129760,14,128799.6688
4052,6761150884,RICARDO MARIA CARLOS,MENDOZA,7941685162609050,14,424092.2858
4053,6244847880,JOSE LUIS MARIA,MAMANI RODRIGUEZ,1812560404219100,10,441302.8028
4054,6244847880,JOSE LUIS MARIA,MAMANI RODRIGUEZ,7890685396376780,10,231589.7679
4055,6611958178,RICARDO DIEGO,MENDOZA,1251377377400840,7,22978.5693
4056,6611958178,RICARDO DIEGO,MENDOZA,8069726860207400,7,277624.9445
4057,615013176,CARLOS LUIS CARLOS,FLORES,8378006495112560,14,4630.324
4058,615013176,CARLOS LUIS CARLOS,FLORES,4841249910654230,14,1227.9421
4059,7247001079,SOFIA,MAMANI,7490666196995160,4,462207.0059
4060,7247001079,SOFIA,MAMANI,3595071561918050,4,367988.4378
4061,7327079978,LUCIA,QUISPE FLORES,2316040810024260,5,158275.2169
4062,7327079978,LUCIA,QUISPE FLORES,4083109316837210,5,111378.4087
4063,7400371011,ANA,CLAROS,9347065662226920,4,225731.4615
4064,7400371011,ANA,CLAROS,9666896289070920,4,27393.7191
4065,1238117380,LUCIA LUIS,MAMANI,8132086070933760,14,365768.8844
4066,1238117380,LUCIA LUIS,MAMANI,2634668094145240,14,386723.0664
4067,851589513,JORGE CARLOS JUAN,CHOQUE,1954221210131600,12,156309.025
4068,851589513,JORGE CARLOS JUAN,CHOQUE,9788829722077850,12,474459.5537
4069,7414027360,JORGE DIEGO LUIS,QUISPE,5638750700426360,8,121801.5266
4070,7414027360,JORGE DIEGO LUIS,QUISPE,1970651873430100,8,436134.8306
4071,2560848819,JUAN JUAN,MENDOZA MAMANI,2736940244678280,1,347583.9107
4072,2560848819,JUAN JUAN,MENDOZA MAMANI,8093561820287260,1,183992.2598
4073,8064148868,SOFIA RICARDO,MAMANI LOPEZ,472019829899765,8,305521.3455
4074,8064148868,SOFIA RICARDO,MAMANI LOPEZ,4377084055931630,8,214639.5061
4075,9222714496,RICARDO LUCIA LUCIA,MENDOZA FLORES,2732921140908360,13,174038.8967
4076,9222714496,RICARDO LUCIA LUCIA,MENDOZA FLORES,1012428508094580,13,245772.7556
4077,3811013690,JUAN JORGE MARIA,MAMANI QUISPE,779958090766138,14,188795.5527
4078,3811013690,JUAN JORGE MARIA,MAMANI QUISPE,2949427113531550,14,81197.9237
4079,5465413597,JUAN SOFIA,VARGAS LOPEZ,2275269657156600,5,227661.5261
4080,5465413597,JUAN SOFIA,VARGAS LOPEZ,6444897560585250,5,282354.8681
4081,3013109645,LUIS ANA JUAN,LOPEZ,120887646198193,6,29537.3896
4082,3013109645,LUIS ANA JUAN,LOPEZ,4774788796790780,6,2879.3828
4083,8470520718,JOSE LUIS LUIS,MAMANI,9318349404928330,3,202587.4031
4084,8470520718,JOSE LUIS LUIS,MAMANI,6289725087043090,3,24132.2063
4085,7180466810,RICARDO MARIA LUCIA,MENDOZA,613931095938914,2,346499.0774
4086,7180466810,RICARDO MARIA LUCIA,MENDOZA,8426597561589070,2,86650.8031
4087,6892696000,CARLOS CARLOS,GARCIA,4051533268483780,13,50671.65
4088,6892696000,CARLOS CARLOS,GARCIA,3983284903797040,13,432910.0364
4089,8089617051,LUIS,MENDOZA FLORES,9462604984101430,7,31531.1254
4090,8089617051,LUIS,MENDOZA FLORES,3727277700800670,7,295605.5746
4091,6507409703,ANA JORGE LUCIA,VARGAS,5198797388390460,5,344547.158
4092,6507409703,ANA JORGE LUCIA,VARGAS,6029919474352910,5,366841.4561
4093,1385679404,JOSE,QUISPE,8690965738906830,2,101200.1414
4094,1385679404,JOSE,QUISPE,789423789204578,2,311704.972
4095,5099843159,RICARDO,FLORES RODRIGUEZ,264715665248708,10,23204.8819
4096,5099843159,RICARDO,FLORES RODRIGUEZ,818374801549154,10,206291.1395
4097,2861882941,DIEGO ELENA,FLORES MENDOZA,4110489898173460,3,156626.1145
4098,2861882941,DIEGO ELENA,FLORES MENDOZA,5393492710687900,3,320293.043
4099,2905900608,JOSE CARLOS,PEREZ,505128391374154,13,468191.208
4100,2905900608,JOSE CARLOS,PEREZ,3715227572584620,13,278656.5164
4101,9437552889,SOFIA JORGE,VARGAS FLORES,1572312996526740,6,183617.5943
4102,9437552889,SOFIA JORGE,VARGAS FLORES,5098371759801860,6,132778.874
4103,8544901659,MARIA SOFIA LUCIA,FLORES GARCIA,8556809489845540,5,38226.3799
4104,8544901659,MARIA SOFIA LUCIA,FLORES GARCIA,6854057125368330,5,365472.9951
4105,1393061443,SOFIA RICARDO LUCIA,VARGAS RODRIGUEZ,4990838740317040,3,275665.4316
4106,1393061443,SOFIA RICARDO LUCIA,VARGAS RODRIGUEZ,3669347276166280,3,400647.7806
4107,7044670026,JUAN JUAN DIEGO,PEREZ,4828960878951470,6,142559.1644
4108,7044670026,JUAN JUAN DIEGO,PEREZ,341716996126453,6,71853.9402
4109,1934476592,ELENA,MENDOZA FLORES,788131036634116,11,262368.5211
4110,1934476592,ELENA,MENDOZA FLORES,2681218448769660,11,322382.4649
4111,1049654059,RICARDO JOSE SOFIA,MARTINEZ,3901125573998190,12,52813.3263
4112,1049654059,RICARDO JOSE SOFIA,MARTINEZ,2487490495541160,12,137168.7255
4113,1776812946,JOSE ANA JOSE,LOPEZ,6049645755072080,7,855.6013
4114,1776812946,JOSE ANA JOSE,LOPEZ,7353083853994110,7,271049.1013
4115,725373124,RICARDO,CHOQUE FLORES,9111591970248480,9,10526.8425
4116,725373124,RICARDO,CHOQUE FLORES,5474572988588560,9,224713.7637
4117,4357155528,RICARDO RICARDO DIEGO,FLORES LOPEZ,1850064843500380,14,306340.9902
4118,4357155528,RICARDO RICARDO DIEGO,FLORES LOPEZ,6429251102721600,14,495289.2481
4119,4150237062,DIEGO,VARGAS MAMANI,1994457550378190,6,147985.5799
4120,4150237062,DIEGO,VARGAS MAMANI,3705453077144150,6,371981.4644
4121,6864292603,JORGE LUCIA DIEGO,RODRIGUEZ LOPEZ,9599289196101610,1,236568.7416
4122,6864292603,JORGE LUCIA DIEGO,RODRIGUEZ LOPEZ,8734466247964870,1,189013.5963
4123,44058909,ELENA SOFIA,VARGAS RODRIGUEZ,544963264538819,8,463880.7539
4124,44058909,ELENA SOFIA,VARGAS RODRIGUEZ,8748148852378470,8,255504.9868
4125,1231184901,ANA SOFIA,FLORES,3920304118283440,7,192007.9706
4126,1231184901,ANA SOFIA,FLORES,2850000824930600,7,280865.2993
4127,2856307561,JORGE DIEGO,QUISPE,1686746052896870,5,90385.5394
4128,2856307561,JORGE DIEGO,QUISPE,8739282935064100,5,273686.7495
4129,7494274116,CARLOS JOSE,LOPEZ,783473734196369,6,86824.1188
4130,7494274116,CARLOS JOSE,LOPEZ,8405492806209270,6,198390.6318
4131,4231014260,JUAN JORGE,MAMANI MENDOZA,954260906845259,8,14527.485
4132,4231014260,JUAN JORGE,MAMANI MENDOZA,9710298323815460,8,255038.6546
4133,2312895931,JORGE,MENDOZA,1783045976086440,12,257179.7762
4134,2312895931,JORGE,MENDOZA,7443547665227660,12,368843.8068
4135,9368044144,JORGE,MAMANI,9089958691903890,7,470646.2935
4136,9368044144,JORGE,MAMANI,9711067497380250,7,12.6631
4137,3017943090,CARLOS SOFIA DIEGO,PEREZ,3302587540927220,3,84.2708
4138,3017943090,CARLOS SOFIA DIEGO,PEREZ,5386819112843120,3,493023.8466
4139,3532215878,DIEGO,RODRIGUEZ RODRIGUEZ,4437489756658420,13,435870.4977
4140,3532215878,DIEGO,RODRIGUEZ RODRIGUEZ,9495776519756140,13,162883.1173
4141,2310204809,JUAN,FLORES PEREZ,8929083093346170,7,106873.52
4142,2310204809,JUAN,FLORES PEREZ,9822585236026190,7,42755.4317
4143,2934816719,LUCIA DIEGO,GARCIA RODRIGUEZ,4470425038477080,11,838.5571
4144,2934816719,LUCIA DIEGO,GARCIA RODRIGUEZ,8413422117802310,11,186116.0644
4145,8929209013,ANA SOFIA,RODRIGUEZ,1458559539833590,11,101925.1718
4146,8929209013,ANA SOFIA,RODRIGUEZ,2889097955794610,11,250998.6142
4147,7363933992,SOFIA LUIS DIEGO,FLORES LOPEZ,6749555440354890,5,4492.4949
4148,7363933992,SOFIA LUIS DIEGO,FLORES LOPEZ,6836513237685180,5,34732.4344
4149,4708957893,ANA ELENA,MENDOZA MENDOZA,5920605985062720,13,195989.7615
4150,4708957893,ANA ELENA,MENDOZA MENDOZA,9245838080109240,13,379892.8879
4151,4663968737,LUIS CARLOS JOSE,RODRIGUEZ QUISPE,4471270716115290,3,156271.2051
4152,4663968737,LUIS CARLOS JOSE,RODRIGUEZ QUISPE,307687839333875,3,429475.8474
4153,398679897,MARIA,MARTINEZ,415392557143352,2,174804.8565
4154,398679897,MARIA,MARTINEZ,9710312625907400,2,2461.1723
4155,163836274,LUCIA ELENA,MAMANI,3761207158056940,13,95114.9351
4156,163836274,LUCIA ELENA,MAMANI,1799212695051180,13,28438.75
4157,3600966859,JUAN LUCIA DIEGO,LOPEZ VARGAS,7629571779776400,1,453983.4842
4158,3600966859,JUAN LUCIA DIEGO,LOPEZ VARGAS,9346585157843840,1,304041.7512
4159,416509146,JOSE,PEREZ LOPEZ,4438242277069780,12,184028.5953
4160,416509146,JOSE,PEREZ LOPEZ,7891346827423530,12,249676.5222
4161,7978312399,CARLOS,MAMANI FLORES,1567936227271300,9,411615.3265
4162,7978312399,CARLOS,MAMANI FLORES,5924086089438210,9,449542.8888
4163,3494038509,JUAN,GARCIA,875094858089526,12,276137.8007
4164,3494038509,JUAN,GARCIA,8038688440419170,12,200521.4372
4165,3755021620,JORGE SOFIA JORGE,QUISPE,6368527375775120,14,110523.6393
4166,3755021620,JORGE SOFIA JORGE,QUISPE,1073212913293410,14,38161.1462
4167,759237116,LUIS ANA ELENA,MARTINEZ,5475015179367460,10,460004.343
4168,759237116,LUIS ANA ELENA,MARTINEZ,2852289991196050,10,132025.5983
4169,4893854521,JUAN,RODRIGUEZ,6485515378718720,4,181489.2508
4170,4893854521,JUAN,RODRIGUEZ,2581127906375590,4,462240.8164
4171,8448481910,JORGE LUCIA JORGE,CLAROS LOPEZ,4948677595029000,13,151015.2511
4172,8448481910,JORGE LUCIA JORGE,CLAROS LOPEZ,5484448605410660,13,476703.2537
4173,2951089676,CARLOS,GARCIA FLORES,4377336126615780,11,481601.3886
4174,2951089676,CARLOS,GARCIA FLORES,4563846075442100,11,147316.8397
4175,5492119665,JUAN,VARGAS,8783161769736710,13,475534.7725
4176,5492119665,JUAN,VARGAS,6618337485003280,13,184541.8134
4177,1409319969,RICARDO DIEGO,LOPEZ,3684484320789270,10,307104.889
4178,1409319969,RICARDO DIEGO,LOPEZ,8954606634901680,10,327217.2056
4179,3830349725,DIEGO,FLORES,5576713185954100,8,18183.8543
4180,3830349725,DIEGO,FLORES,1051416840209100,8,387286.7341
4181,4286738013,CARLOS ELENA,FLORES,2962243723491440,14,6182.4991
4182,4286738013,CARLOS ELENA,FLORES,916298976145895,14,68925.4925
4183,9806652124,MARIA,CLAROS FLORES,1478384580253300,10,253956.5144
4184,9806652124,MARIA,CLAROS FLORES,4514694710585900,10,210698.9916
4185,4614211903,RICARDO LUIS,QUISPE MAMANI,3622715094771580,6,422162.1278
4186,4614211903,RICARDO LUIS,QUISPE MAMANI,9444078820426170,6,69651.2099
4187,7360877090,ELENA,CLAROS FLORES,6328093845403490,11,56981.8811
4188,7360877090,ELENA,CLAROS FLORES,7680875450170140,11,208447.518
4189,6149744878,DIEGO JUAN,FLORES FLORES,9641175238087290,14,199165.4046
4190,6149744878,DIEGO JUAN,FLORES FLORES,2500094096267220,14,277619.1559
4191,407823938,SOFIA,CHOQUE LOPEZ,4575772649464880,9,117162.8446
4192,407823938,SOFIA,CHOQUE LOPEZ,5185969858164420,9,309206.0
4193,232678332,JOSE,GARCIA,9458916186901460,9,254576.9489
4194,232678332,JOSE,GARCIA,8539333536689430,9,119653.9159
4195,7802091658,ELENA LUCIA MARIA,VARGAS FLORES,2887169898357490,7,131186.8422
4196,7802091658,ELENA LUCIA MARIA,VARGAS FLORES,6389937179243440,7,417391.051
4197,5416725005,MARIA,MAMANI MAMANI,4972649888278350,6,116632.9563
4198,5416725005,MARIA,MAMANI MAMANI,1181989525968180,6,1276.4417
4199,5377045610,LUIS,MENDOZA CLAROS,3893726798268210,6,48971.2534
4200,5377045610,LUIS,MENDOZA CLAROS,8213218242895460,6,368629.073
4201,6810912728,CARLOS CARLOS DIEGO,RODRIGUEZ CLAROS,8071901932781590,1,216221.7963
4202,6810912728,CARLOS CARLOS DIEGO,RODRIGUEZ CLAROS,1111607189510010,1,491518.1683
4203,1299585670,JORGE,CHOQUE,6841477177831490,4,72271.03
4204,1299585670,JORGE,CHOQUE,1423537697825470,4,185639.2618
4205,6951562790,JORGE,VARGAS FLORES,3130620584371700,5,386980.179
4206,6951562790,JORGE,VARGAS FLORES,5405816332038250,5,175942.2601
4207,9057313494,ANA,LOPEZ LOPEZ,113593131458722,1,178.2267
4208,9057313494,ANA,LOPEZ LOPEZ,3277795347020960,1,220291.0527
4209,9253206314,RICARDO,CLAROS,170739859905164,3,460424.3653
4210,9253206314,RICARDO,CLAROS,5584323117795690,3,195.6462
4211,4731905186,ELENA ELENA,PEREZ GARCIA,3104192388035780,13,327617.3912
4212,4731905186,ELENA ELENA,PEREZ GARCIA,884613535509179,13,42835.6377
4213,7946742921,LUCIA,VARGAS,8216084776456660,1,14966.8789
4214,7946742921,LUCIA,VARGAS,963112734977467,1,230087.66
4215,9169004475,DIEGO JOSE SOFIA,RODRIGUEZ,7345183087544600,14,162700.4926
4216,9169004475,DIEGO JOSE SOFIA,RODRIGUEZ,7603026642702500,14,52749.1055
4217,5345992408,ELENA LUCIA JOSE,PEREZ MENDOZA,3135956890190010,13,164376.7427
4218,5345992408,ELENA LUCIA JOSE,PEREZ MENDOZA,7868845210326660,13,204512.0129
4219,8997359987,ELENA ANA JORGE,MAMANI,4870534953352160,2,96572.3977
4220,8997359987,ELENA ANA JORGE,MAMANI,1505903653202520,2,423081.8359
4221,3791790202,LUIS CARLOS,MENDOZA,3274701527806900,3,292175.1061
4222,3791790202,LUIS CARLOS,MENDOZA,5226214995658030,3,232864.2129
4223,7751541562,LUIS JOSE ELENA,PEREZ LOPEZ,6987970072865400,7,173199.3116
4224,7751541562,LUIS JOSE ELENA,PEREZ LOPEZ,6324957044851020,7,493019.0456
4225,7198501049,CARLOS DIEGO LUIS,RODRIGUEZ,926107896009834,14,216198.3767
4226,7198501049,CARLOS DIEGO LUIS,RODRIGUEZ,2066468515845670,14,181155.4482
4227,8002389220,MARIA,MAMANI FLORES,7542639403113450,10,22556.9168
4228,8002389220,MARIA,MAMANI FLORES,8382170640432220,10,392171.4147
4229,9446384415,CARLOS RICARDO,MENDOZA,4666850554721950,6,109511.1172
4230,9446384415,CARLOS RICARDO,MENDOZA,1262349716414330,6,66038.0988
4231,8969799699,LUCIA,CLAROS,5811050859796360,4,379016.3535
4232,8969799699,LUCIA,CLAROS,9838699979266620,4,110851.1721
4233,7607271180,SOFIA,VARGAS RODRIGUEZ,8045451994873790,1,174909.0842
4234,7607271180,SOFIA,VARGAS RODRIGUEZ,846145515043855,1,90453.7113
4235,3246256145,JOSE,FLORES,5054283802427560,4,285957.8671
4236,3246256145,JOSE,FLORES,7576224429264310,4,103154.9957
4237,8407201360,DIEGO JUAN LUCIA,PEREZ,5659346017430100,13,181970.0277
4238,8407201360,DIEGO JUAN LUCIA,PEREZ,9103690631207750,13,160153.5751
4239,6009972841,JORGE SOFIA JUAN,FLORES FLORES,8937528601903990,11,496393.1181
4240,6009972841,JORGE SOFIA JUAN,FLORES FLORES,666455087307974,11,355839.059
4241,2741261019,CARLOS LUCIA,VARGAS,3408466729699650,14,419759.2115
4242,2741261019,CARLOS LUCIA,VARGAS,6409993232281500,14,410755.6852
4243,7762251300,LUCIA,MAMANI,4862862761480620,14,39411.42
4244,7762251300,LUCIA,MAMANI,7242372561124470,14,618.8894
4245,1052147868,ELENA,MAMANI,1136205816232290,8,373792.4883
4246,1052147868,ELENA,MAMANI,665949339661273,8,154747.5514
4247,2669177714,ELENA DIEGO,GARCIA LOPEZ,6669340987450740,11,293716.0066
4248,2669177714,ELENA DIEGO,GARCIA LOPEZ,8892613270897320,11,318694.0871
4249,5522643053,RICARDO,PEREZ GARCIA,6685651691502770,8,422238.7472
4250,5522643053,RICARDO,PEREZ GARCIA,2650351759253060,8,23478.9178
4251,9203488565,DIEGO JOSE,FLORES VARGAS,8305403704327830,14,134106.9309
4252,9203488565,DIEGO JOSE,FLORES VARGAS,4340480320614580,14,126391.1853
4253,4225267560,LUCIA,MAMANI LOPEZ,7140840690787900,10,115006.278
4254,4225267560,LUCIA,MAMANI LOPEZ,2310936075145120,10,78925.6793
4255,7569211305,RICARDO SOFIA,LOPEZ,7110223528453410,8,61482.7705
4256,7569211305,RICARDO SOFIA,LOPEZ,2573254202369700,8,102798.7114
4257,7386775260,MARIA ANA SOFIA,RODRIGUEZ LOPEZ,4644005991048590,8,155225.8078
4258,7386775260,MARIA ANA SOFIA,RODRIGUEZ LOPEZ,6697180004294010,8,101593.8083
4259,5309449293,SOFIA,FLORES,1598655973651100,11,220843.8037
4260,5309449293,SOFIA,FLORES,2627349530805890,11,35703.2467
4261,754652086,MARIA SOFIA,LOPEZ RODRIGUEZ,9422588475458710,12,258838.6534
4262,754652086,MARIA SOFIA,LOPEZ RODRIGUEZ,5314445014832360,12,259200.8754
4263,4708964192,JOSE LUIS,FLORES,2046822695826440,1,454325.9925
4264,4708964192,JOSE LUIS,FLORES,8473707637916700,1,372375.8093
4265,9484977683,JORGE DIEGO,QUISPE CLAROS,1275326635397670,8,469094.9535
4266,9484977683,JORGE DIEGO,QUISPE CLAROS,3179020375513990,8,208082.5525
4267,7320847132,MARIA,LOPEZ GARCIA,8021848486191330,5,458078.8247
4268,7320847132,MARIA,LOPEZ GARCIA,3465809479205800,5,353692.3202
4269,9766890908,JUAN RICARDO JOSE,LOPEZ RODRIGUEZ,3075771370348730,11,141990.8566
4270,9766890908,JUAN RICARDO JOSE,LOPEZ RODRIGUEZ,6537652981248820,11,429775.686
4271,9126918033,LUCIA,MAMANI,730343334456040,3,2245.3195
4272,9126918033,LUCIA,MAMANI,1467868334793880,3,419180.3092
4273,5518671309,ANA JOSE,RODRIGUEZ PEREZ,8456851620956690,7,847.9002
4274,5518671309,ANA JOSE,RODRIGUEZ PEREZ,4206735959786640,7,8750.171
4275,1197545132,ELENA JORGE,LOPEZ PEREZ,9699398760687930,9,474636.7726
4276,1197545132,ELENA JORGE,LOPEZ PEREZ,1710696851733280,9,86009.84
4277,9285320839,CARLOS,GARCIA,400219305420112,14,451309.0811
4278,9285320839,CARLOS,GARCIA,6125712153179500,14,326788.4342
4279,6624087176,RICARDO SOFIA,MENDOZA MAMANI,6901199832507680,3,66131.5396
4280,6624087176,RICARDO SOFIA,MENDOZA MAMANI,5594482191834340,3,91543.3475
4281,9498783194,JOSE,PEREZ,5983610073603060,5,456909.9996
4282,9498783194,JOSE,PEREZ,9820901185204700,5,149373.2589
4283,759073895,CARLOS,FLORES MARTINEZ,6432681677693140,7,363039.0605
4284,759073895,CARLOS,FLORES MARTINEZ,113651974449846,7,107961.154
4285,6955736341,ANA LUCIA RICARDO,MENDOZA,4889593980070870,7,53737.7602
4286,6955736341,ANA LUCIA RICARDO,MENDOZA,3995851283201580,7,86528.1248
4287,7950725423,RICARDO JOSE,MENDOZA,1913546726099130,3,459053.8484
4288,7950725423,RICARDO JOSE,MENDOZA,7787070047876020,3,106355.3045
4289,8689312583,JORGE ANA LUCIA,QUISPE,1237324500115580,6,87990.0019
4290,8689312583,JORGE ANA LUCIA,QUISPE,2030059483983480,6,55678.0246
4291,1469072662,SOFIA CARLOS,VARGAS GARCIA,8954329631954910,6,396051.9454
4292,1469072662,SOFIA CARLOS,VARGAS GARCIA,720872904803707,6,437076.8859
4293,6121059331,CARLOS JUAN,CLAROS LOPEZ,2549309826730240,13,491699.1768
4294,6121059331,CARLOS JUAN,CLAROS LOPEZ,1601424464981,13,369345.6438
4295,4209960142,CARLOS,MENDOZA LOPEZ,8422212688622980,4,3467.8844
4296,4209960142,CARLOS,MENDOZA LOPEZ,2384266485215570,4,234923.4839
4297,4157132343,ELENA,FLORES QUISPE,6358835478713240,5,584.9869
4298,4157132343,ELENA,FLORES QUISPE,1140066245012360,5,439927.3559
4299,46717067,JORGE DIEGO,MARTINEZ,4196429282561010,6,26861.2434
4300,46717067,JORGE DIEGO,MARTINEZ,4438050543347960,6,373785.31
4301,6009091824,RICARDO LUIS CARLOS,VARGAS RODRIGUEZ,7460005309318130,10,231630.9391
4302,6009091824,RICARDO LUIS CARLOS,VARGAS RODRIGUEZ,6262725719422280,10,60100.5604
4303,8886599700,ANA LUIS LUIS,QUISPE,5310401228101810,1,484479.4068
4304,8886599700,ANA LUIS LUIS,QUISPE,8761399995009700,1,328962.41
4305,2655367299,ELENA ANA,CLAROS VARGAS,578653134184129,1,381164.1715
4306,2655367299,ELENA ANA,CLAROS VARGAS,2553023099441350,1,182573.9705
4307,5505622286,JUAN,FLORES,1283126761200830,4,8541.3611
4308,5505622286,JUAN,FLORES,7389922536624390,4,494539.3726
4309,1894430086,ELENA MARIA,PEREZ,1768711325345360,5,382.4442
4310,1894430086,ELENA MARIA,PEREZ,4299071358657340,5,60728.2054
4311,3612627981,CARLOS SOFIA,GARCIA FLORES,2577306034504390,3,149466.516
4312,3612627981,CARLOS SOFIA,GARCIA FLORES,4707350013771660,3,366017.8432
4313,7794230641,ELENA,CLAROS,8470215290735670,7,145087.6658
4314,7794230641,ELENA,CLAROS,9958819038399580,7,1324.8152
4315,6234080589,ANA LUIS,GARCIA RODRIGUEZ,8488823780262590,3,345570.5937
4316,6234080589,ANA LUIS,GARCIA RODRIGUEZ,4770415129048600,3,126371.1847
4317,6891344573,JOSE,CLAROS VARGAS,5397171664979640,3,242371.3774
4318,6891344573,JOSE,CLAROS VARGAS,1016782635973880,3,88740.8006
4319,7161643420,ANA LUCIA,MAMANI,2238996403717930,14,455429.6511
4320,7161643420,ANA LUCIA,MAMANI,1242308282933900,14,340502.8584
4321,3049166676,MARIA JOSE,MENDOZA LOPEZ,7971324664656930,5,24621.1095
4322,3049166676,MARIA JOSE,MENDOZA LOPEZ,605323978884944,5,472812.3666
4323,2967444239,SOFIA,MAMANI,775141800260179,9,403853.4085
4324,2967444239,SOFIA,MAMANI,6301829635948660,9,220428.962
4325,1711831174,JOSE RICARDO ANA,MAMANI,4903304982933980,12,268519.3456
4326,1711831174,JOSE RICARDO ANA,MAMANI,7718139205533950,12,172864.5528
4327,8075038832,MARIA JOSE LUIS,RODRIGUEZ LOPEZ,9010757691545770,9,5590.0364
4328,8075038832,MARIA JOSE LUIS,RODRIGUEZ LOPEZ,4595825966961470,9,390108.1673
4329,2315009521,LUIS ELENA SOFIA,MENDOZA,5560171357011950,10,350425.7383
4330,2315009521,LUIS ELENA SOFIA,MENDOZA,6786202898709400,10,144153.3792
4331,5076387920,LUIS CARLOS,RODRIGUEZ,2798643191614470,11,241938.4977
4332,5076387920,LUIS CARLOS,RODRIGUEZ,3039471099171340,11,430636.3254
4333,5445114882,MARIA MARIA ELENA,PEREZ QUISPE,4042589259994450,14,88637.4454
4334,5445114882,MARIA MARIA ELENA,PEREZ QUISPE,3134111241867250,14,174350.6701
4335,4565082946,LUCIA CARLOS JORGE,FLORES,346344006749436,10,19086.5206
4336,4565082946,LUCIA CARLOS JORGE,FLORES,8380872189489360,10,471522.2206
4337,605325053,MARIA,FLORES,3708915593463440,14,159621.3108
4338,605325053,MARIA,FLORES,9635604731392850,14,92248.8277
4339,7731114490,DIEGO,PEREZ PEREZ,6492784596854940,3,411305.3008
4340,7731114490,DIEGO,PEREZ PEREZ,9710594772186010,3,94377.5514
4341,4115835968,ELENA LUIS,LOPEZ,3234886655252690,4,344.7132
4342,4115835968,ELENA LUIS,LOPEZ,2280284780204880,4,187460.0972
4343,4608910889,JOSE ANA LUIS,RODRIGUEZ,9464136622926710,8,165893.9968
4344,4608910889,JOSE ANA LUIS,RODRIGUEZ,5361597754425020,8,214078.3893
4345,2281107392,LUCIA LUCIA,LOPEZ,121491357569893,3,72357.2158
4346,2281107392,LUCIA LUCIA,LOPEZ,3017225986207730,3,472562.1149
4347,8610104297,SOFIA,PEREZ MAMANI,5615318969696770,10,86437.146
4348,8610104297,SOFIA,PEREZ MAMANI,3410399108020020,10,474566.7755
4349,4613551254,MARIA JORGE LUIS,VARGAS,2928943152290240,13,411403.5673
4350,4613551254,MARIA JORGE LUIS,VARGAS,6903852303778460,13,15209.1907
4351,4449747253,MARIA MARIA ANA,GARCIA,6377420785315790,14,250091.4871
4352,4449747253,MARIA MARIA ANA,GARCIA,983434748549985,14,452677.1078
4353,2538846964,ANA DIEGO,PEREZ LOPEZ,3553051517984940,13,616.082
4354,2538846964,ANA DIEGO,PEREZ LOPEZ,1221299684884940,13,377.8743
4355,4637020032,CARLOS,PEREZ,6076331259521250,8,397483.2713
4356,4637020032,CARLOS,PEREZ,3051590054960180,8,169948.3506
4357,9026026784,DIEGO JUAN,FLORES FLORES,8156214357831010,5,148456.7358
4358,9026026784,DIEGO JUAN,FLORES FLORES,321281625235829,5,367831.2281
4359,9632318141,JORGE RICARDO JORGE,MAMANI MENDOZA,5419443525460840,2,265474.8277
4360,9632318141,JORGE RICARDO JORGE,MAMANI MENDOZA,8005565780714490,2,470705.922
4361,3331913894,LUIS JOSE,GARCIA LOPEZ,6438131220044090,12,424693.9382
4362,3331913894,LUIS JOSE,GARCIA LOPEZ,1524543049301170,12,350958.093
4363,3974547843,ELENA,VARGAS,8333763973139270,7,60793.2299
4364,3974547843,ELENA,VARGAS,8728414436831740,7,54626.987
4365,5043995590,MARIA LUCIA,MENDOZA,5641957336395530,7,252285.0904
4366,5043995590,MARIA LUCIA,MENDOZA,3077053788569630,7,124311.0918
